Time,Drone 1,Drone 2,Planned
89.38,28,10,0.6633794
89.42,10,28,0.6903487
89.42,28,10,0.6903487
89.46,10,28,0.7171635
89.46,28,10,0.7171635
89.56,10,28,0.6558235
89.56,28,10,0.6558235
89.56,15,25,0.8718376
89.56,25,15,0.8718376
89.72,15,25,0.8491533
89.72,25,15,0.8491533
89.88,15,25,0.8707839
89.88,25,15,0.8707839
92.52,10,20,0.7778679
92.52,20,10,0.7778679
93.36,7,23,0.94997
93.36,23,7,0.94997
93.54,7,23,0.9293944
93.54,23,7,0.9293944
93.66,19,23,1
93.66,23,19,1
93.72,7,23,0.9167368
93.88,7,23,0.9123135
94.04,7,23,0.9156995
97.43999,8,25,0.8097684
97.43999,25,8,0.8097684
97.54,8,25,0.6810126
97.54,25,8,0.6810126
97.62,8,25,0.5971018
97.62,25,8,0.5971018
97.7,8,25,0.5227028
97.7,25,8,0.5227028
97.74,8,25,0.4817265
97.74,25,8,0.4817265
97.82,8,25,0.4405763
97.82,25,8,0.4405763
97.86,8,25,0.430822
97.86,25,8,0.430822
97.93999,8,25,0.428415
97.93999,25,8,0.428415
98.02,8,25,0.4597701
98.02,25,8,0.4597701
98.12,8,25,0.5352578
98.12,25,8,0.5352578
98.18,8,25,0.5872142
98.18,25,8,0.5872142
98.24,8,25,0.6698303
98.24,25,8,0.6698303
98.34,8,25,0.5893198
98.34,25,8,0.5893198
98.5,8,25,0.8102106
98.5,25,8,0.8102106
101.18,9,10,0.6683366
101.18,10,9,0.6683366
101.26,9,10,0.7088677
101.26,10,9,0.7088677
101.32,9,10,0.6914684
101.32,10,9,0.6914684
101.42,9,10,0.6830272
101.42,10,9,0.6830272
101.48,9,10,0.693837
101.48,10,9,0.693837
101.54,9,10,0.7179108
101.54,10,9,0.7179108
101.68,9,10,0.6500698
101.68,10,9,0.6500698
101.84,9,10,0.8126082
101.84,10,9,0.8126082
104.92,3,17,1
104.92,17,3,1
108.3,21,15,1
108.3,15,21,1
116.98,1,2,0.7063389
116.98,2,1,0.7063389
117.02,1,2,0.6073896
117.02,2,1,0.6073896
117.12,1,2,0.4218702
117.12,2,1,0.4218702
117.16,1,2,0.3746369
117.16,2,1,0.3746369
117.3,1,2,0.2968059
117.3,2,1,0.2968059
117.42,1,2,0.4699118
117.42,2,1,0.4699118
117.48,1,2,0.5728394
117.48,2,1,0.5728394
117.52,1,2,0.6705417
117.52,2,1,0.6705417
117.66,1,2,1.220957
117.66,2,1,1.220957
120.46,9,18,1
120.46,18,9,1
121.76,11,26,0.7362541
121.76,26,11,0.7362541
121.92,11,26,0.8440021
121.92,26,11,0.8440021
125.18,27,0,0.7912198
125.18,0,27,0.7912198
125.3,27,0,0.8084622
125.3,0,27,0.8084622
125.34,27,0,0.7987744
125.34,0,27,0.7987744
125.46,27,0,0.7520787
125.46,0,27,0.7520787
125.5,27,0,0.7455004
125.5,0,27,0.7455004
125.62,27,0,0.7189392
125.62,0,27,0.7189392
125.66,19,13,0.8766041
125.66,13,19,0.8766041
125.66,27,0,0.7158341
125.66,0,27,0.7158341
125.8,19,13,0.7544786
125.8,13,19,0.7544786
125.8,27,0,0.7096846
125.8,0,27,0.7096846
125.92,27,0,0.7212473
125.92,0,27,0.7212473
125.92,19,13,0.7340189
125.92,13,19,0.7340189
125.98,27,0,0.7298608
125.98,0,27,0.7298608
125.98,19,13,0.7461276
125.98,13,19,0.7461276
126.06,19,13,0.799132
126.06,13,19,0.799132
126.32,27,0,0.5946078
126.32,0,27,0.5946078
126.68,20,3,0.5754759
126.68,3,20,0.5754759
126.78,20,3,0.5589022
126.78,3,20,0.5589022
126.82,20,3,0.5603946
126.82,3,20,0.5603946
126.92,20,3,0.573132
126.92,3,20,0.573132
126.98,20,3,0.5815629
126.98,3,20,0.5815629
127.08,20,3,0.6075539
127.08,3,20,0.6075539
127.14,20,3,0.621368
127.14,3,20,0.621368
127.24,28,29,0.7610114
127.24,29,28,0.7610114
127.24,20,3,0.6584961
127.24,3,20,0.6584961
127.3,28,29,0.771806
127.3,29,28,0.771806
127.3,20,3,0.6766478
127.3,3,20,0.6766478
127.36,28,29,0.789713
127.36,29,28,0.789713
127.36,20,3,0.7053244
127.36,3,20,0.7053244
127.4,28,29,0.8018393
127.4,29,28,0.8018393
127.4,20,3,0.7239851
127.4,3,20,0.7239851
127.46,20,3,0.745447
127.46,3,20,0.745447
127.54,20,3,0.7863677
127.54,3,20,0.7863677
128.76,12,8,0.3721122
128.76,8,12,0.3721122
128.76,15,19,0.561889
128.76,19,15,0.561889
129.1,12,8,0.1856148
129.1,8,12,0.1856148
129.28,12,8,0.4196216
129.28,8,12,0.4196216
133.5,7,4,0.3707996
133.5,4,7,0.3707996
135.08,2,1,1.011819
135.08,1,2,1.011819
135.2,2,1,1.006761
135.2,1,2,1.006761
135.26,2,1,1.014333
135.26,1,2,1.014333
135.3,2,1,1.025654
135.3,1,2,1.025654
138.58,13,8,1
138.58,8,13,1
141.18,7,4,1
141.18,4,7,1
142.96,10,5,0.8535059
142.96,5,10,0.8535059
151.12,13,7,1
151.12,7,13,1
158.44,22,27,0.7215917
158.44,27,22,0.7215917
158.6,22,27,0.7229912
158.6,27,22,0.7229912
165.56,17,18,1
165.56,18,17,1
173.28,14,21,0.9860009
173.28,21,14,0.9860009
179.02,28,11,0.7983428
179.02,11,28,0.7983428
179.64,28,11,0.6244176
179.64,11,28,0.6244176
179.8,28,11,0.5832678
179.8,11,28,0.5832678
181.08,2,27,0.9692388
181.08,27,2,0.9692388
185.86,7,3,0.9675531
185.86,3,7,0.9675531

