Time,Drone 1,Drone 2,Planned
69.2,19,12,0.8553797
69.2,12,19,0.8553797
69.48,19,12,0.8092425
69.48,12,19,0.8092425
69.52,19,12,0.806941
69.52,12,19,0.806941
69.66,19,12,0.8073667
69.66,12,19,0.8073667
69.82,19,12,0.8241873
69.82,12,19,0.8241873
70.12,19,12,0.8965964
70.12,12,19,0.8965964
70.16,19,12,0.9110761
70.16,12,19,0.9110761
70.3,19,12,0.9661731
70.3,12,19,0.9661731
70.43999,19,12,1.024376
70.43999,12,19,1.024376
70.48,19,12,1.038856
70.48,12,19,1.038856
73.34,11,17,0.7652975
73.34,17,11,0.7652975
73.54,11,17,0.7397624
73.54,17,11,0.7397624
73.62,11,17,0.7455949
73.62,17,11,0.7455949
73.76,9,4,1
73.76,4,9,1
73.78,11,17,0.7833634
73.78,17,11,0.7833634
73.96,11,17,0.6839803
73.96,17,11,0.6839803
81.2,7,29,0.9245806
81.2,29,7,0.9245806
81.5,7,29,0.8131716
81.5,29,7,0.8131716
81.8,12,18,0.8582133
81.8,18,12,0.8582133
81.82,7,29,0.8015203
81.82,29,7,0.8015203
81.86,12,18,0.8390671
81.86,18,12,0.8390671
81.88,7,29,0.8110865
81.88,29,7,0.8110865
81.96,12,18,0.8154082
81.96,18,12,0.8154082
82.12,12,18,0.8083026
82.12,18,12,0.8083026
82.52,12,18,0.7931646
82.52,18,12,0.7931646
86.08,26,4,1
86.08,4,26,1
87.88,2,12,0.8927243
87.88,12,2,0.8927243
88,2,12,1.045264
88,12,2,1.045264
88.16,2,12,1.062964
88.16,12,2,1.062964
88.5,17,21,0.9214432
88.5,21,17,0.9214432
88.62,17,21,0.9016268
88.62,21,17,0.9016268
88.8,17,21,0.9159839
88.8,21,17,0.9159839
90.54,3,26,1
90.54,26,3,1
95.46,17,1,0.8551277
95.46,1,17,0.8551277
95.62,17,1,0.7996792
95.62,1,17,0.7996792
95.9,17,1,0.7358391
95.9,1,17,0.7358391
95.93999,17,1,0.7294563
95.93999,1,17,0.7294563
96.04,17,1,0.7161095
96.04,1,17,0.7161095
96.2,17,1,0.7093115
96.2,1,17,0.7093115
96.38,17,1,0.7176818
96.38,1,17,0.7176818
96.42,17,1,0.7229012
96.42,1,17,0.7229012
96.52,17,1,0.7402161
96.52,1,17,0.7402161
96.68,17,1,0.7760386
96.68,1,17,0.7760386
96.74,17,1,0.7893329
96.74,1,17,0.7893329
101.42,24,8,1
101.42,8,24,1
101.84,4,19,0.8012026
101.84,19,4,0.8012026
113.7,23,4,1
113.7,4,23,1
115.96,15,24,0.6487145
115.96,24,15,0.6487145
116.12,15,24,0.5706551
116.12,24,15,0.5706551
116.6,15,24,0.4683744
116.6,24,15,0.4683744
116.76,15,24,0.495082
116.76,24,15,0.495082
116.92,15,24,0.5518759
116.92,24,15,0.5518759
117.56,15,24,0.7719603
117.56,24,15,0.7719603
119.14,10,12,0.9130009
119.14,12,10,0.9130009
119.24,16,6,1.056626
119.24,6,16,1.056626
129.52,10,17,1
129.52,17,10,1
133.7,23,28,1
133.7,28,23,1
133.86,6,2,0.8068683
133.86,2,6,0.8068683
135.78,8,2,0.6622525
135.78,2,8,0.6622525
142.78,25,27,1
142.78,27,25,1
145.2,1,9,0.9024041
145.2,9,1,0.9024041
145.36,1,9,0.8398077
145.36,9,1,0.8398077
145.4,1,9,0.8399126
145.4,9,1,0.8399126
145.54,1,9,0.9020374
145.54,9,1,0.9020374
145.82,28,6,0.6104924
145.82,6,28,0.6104924
145.98,28,6,0.6020551
145.98,6,28,0.6020551
149.18,10,8,0.613066
149.18,8,10,0.613066
149.34,10,8,0.6428625
149.34,8,10,0.6428625
156.32,11,6,0.8012926
156.32,6,11,0.8012926
159.46,9,6,1
159.46,6,9,1
161.96,9,11,1
161.96,11,9,1
172.14,9,28,0.9539472
172.14,28,9,0.9539472
172.44,9,28,0.9007944
172.44,28,9,0.9007944
172.44,14,16,0.7271873
172.44,16,14,0.7271873
172.6,9,28,0.8771818
172.6,28,9,0.8771818
172.6,14,16,0.5019928
172.6,16,14,0.5019928
172.76,14,16,0.447789
172.76,16,14,0.447789
172.76,9,28,0.8561262
172.76,28,9,0.8561262
172.92,9,28,0.8364196
172.92,28,9,0.8364196
172.92,14,16,0.6295668
172.92,16,14,0.6295668
173.08,9,28,0.8214346
173.08,28,9,0.8214346
173.24,9,28,0.80882
173.24,28,9,0.80882
173.38,9,28,0.7999276
173.38,28,9,0.7999276
173.54,9,28,0.7941568
173.54,28,9,0.7941568
173.58,9,28,0.792992
173.58,28,9,0.792992
173.9,9,28,0.7933771
173.9,28,9,0.7933771
173.94,9,28,0.7944708
173.94,28,9,0.7944708
174.06,9,28,0.79844
174.06,28,9,0.79844
174.18,9,28,0.8056492
174.18,28,9,0.8056492
174.24,9,28,0.8096129
174.24,28,9,0.8096129
174.38,9,28,0.8197241
174.38,28,9,0.8197241
174.68,18,25,0.8892518
174.68,25,18,0.8892518
174.84,18,25,0.8742585
174.84,25,18,0.8742585
176.32,8,20,0.7841522
176.32,20,8,0.7841522
176.46,8,20,0.734561
176.46,20,8,0.734561
176.62,8,20,0.6970605
176.62,20,8,0.6970605
176.78,8,20,0.6730854
176.78,20,8,0.6730854
176.9,8,20,0.6655779
176.9,20,8,0.6655779
177.08,8,20,0.6744182
177.08,20,8,0.6744182
177.22,12,13,0.9926019
177.22,13,12,0.9926019
177.22,8,20,0.697802
177.22,20,8,0.697802
177.94,23,29,1.008128
177.94,29,23,1.008128
178.08,23,29,1.01702
178.08,29,23,1.01702
178.64,27,13,0.9008036
178.64,13,27,0.9008036
178.68,27,13,0.883521
178.68,13,27,0.883521
178.72,27,13,0.8693985
178.72,13,27,0.8693985
178.88,27,13,0.8313912
178.88,13,27,0.8313912
178.96,27,13,0.8254502
178.96,13,27,0.8254502
179.04,27,13,0.8305291
179.04,13,27,0.8305291
181.56,6,10,1.06839
181.56,10,6,1.06839
181.64,6,10,1.03923
181.64,10,6,1.03923
181.92,17,7,0.9887788
181.92,7,17,0.9887788
183.14,17,7,0.6234971
183.14,7,17,0.6234971

