Time,Drone 1,Drone 2,Planned
96.7,17,1,0.7839952
96.7,1,17,0.7839952
101.4,24,8,1
101.4,8,24,1
102.5,7,16,1.058221
102.5,16,7,1.058221
108.1,1,22,0.8146099
108.1,22,1,0.8146099
108.3,1,22,0.8150836
108.3,22,1,0.8150836
115.94,15,24,0.6632895
115.94,24,15,0.6632895
116.1,15,24,0.5768133
116.1,24,15,0.5768133
116.28,15,24,0.5074238
116.28,24,15,0.5074238
116.42,15,24,0.4756773
116.42,24,15,0.4756773
116.48,15,24,0.4681201
116.48,24,15,0.4681201
116.64,15,24,0.4729781
116.64,24,15,0.4729781
116.86,15,24,0.5295342
116.86,24,15,0.5295342
116.92,15,24,0.5517099
116.92,24,15,0.5517099
133.68,28,23,1
133.68,23,28,1
133.86,2,6,0.8063697
133.86,6,2,0.8063697
135.66,8,2,0.7166137
135.66,2,8,0.7166137
135.88,8,2,0.6534337
135.88,2,8,0.6534337
136.06,8,2,0.6946943
136.06,2,8,0.6946943
142.76,27,25,1
142.76,25,27,1
145.04,9,1,1.066909
145.04,1,9,1.066909
145.28,9,1,0.8614644
145.28,1,9,0.8614644
145.44,9,1,0.8532086
145.44,1,9,0.8532086
145.5,9,1,0.8747671
145.5,1,9,0.8747671
145.68,9,1,1.033224
145.68,1,9,1.033224
145.86,6,28,0.6077369
145.86,28,6,0.6077369
145.9,6,28,0.6059545
145.9,28,6,0.6059545
146.02,6,28,0.6004815
146.02,28,6,0.6004815
159.44,9,6,1
159.44,6,9,1
161.96,9,11,1
161.96,11,9,1
172.68,28,9,0.8630352
172.68,9,28,0.8630352
172.68,14,16,0.4413911
172.68,16,14,0.4413911
172.74,14,16,0.4442544
172.74,16,14,0.4442544
172.74,28,9,0.8555504
172.74,9,28,0.8555504
172.86,14,16,0.5524917
172.86,16,14,0.5524917
172.86,28,9,0.840395
172.86,9,28,0.840395
173,28,9,0.8256736
173,9,28,0.8256736
173,14,16,0.7670736
173,16,14,0.7670736
173.1,28,9,0.8160156
173.1,9,28,0.8160156
173.16,28,9,0.811525
173.16,9,28,0.811525
173.32,28,9,0.7999759
173.32,9,28,0.7999759
173.48,28,9,0.7923869
173.48,9,28,0.7923869
173.54,28,9,0.7905092
173.54,9,28,0.7905092
173.68,28,9,0.7879046
173.68,9,28,0.7879046
173.84,28,9,0.788266
173.84,9,28,0.788266
176.3,20,8,0.7859631
176.3,8,20,0.7859631
176.36,20,8,0.7675161
176.36,8,20,0.7675161
176.48,20,8,0.7282659
176.48,8,20,0.7282659
176.62,20,8,0.6950291
176.62,8,20,0.6950291
176.68,20,8,0.6842895
176.68,8,20,0.6842895
176.74,20,8,0.6761354
176.74,8,20,0.6761354
176.88,20,8,0.665885
176.88,8,20,0.665885
177.08,20,8,0.6752515
177.08,8,20,0.6752515
177.14,20,8,0.6829848
177.14,8,20,0.6829848
177.22,20,8,0.6972747
177.22,8,20,0.6972747
177.88,23,29,1.008996
177.88,29,23,1.008996
177.94,23,29,1.009684
177.94,29,23,1.009684
178.04,23,29,1.01558
178.04,29,23,1.01558
178.68,27,13,0.8839627
178.68,13,27,0.8839627
178.74,27,13,0.8644344
178.74,13,27,0.8644344
178.88,27,13,0.8302563
178.88,13,27,0.8302563
179.04,27,13,0.83034
179.04,13,27,0.83034
179.12,27,13,0.8453419
179.12,13,27,0.8453419
181.92,7,17,1.001551
181.92,17,7,1.001551

